index,w,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,revenues
1369,0,0,3,1,0,0,298,74,2,29447,1,9,1,41.75
1370,0,0,2,1,0,0,70,42,3,18512,2,7,1,31.55
1371,0,0,2,0,0,0,218,90,4,14053,0,9,0,41.75
1372,0,0,2,1,1,0,188,42,4,29792,0,9,0,61.7
1373,1,0,3,1,0,0,198,75,2,22437,0,9,1,41.75
1374,1,0,3,1,0,0,299,58,2,27924,0,9,0,41.75
1375,1,0,2,1,0,0,185,50,4,25193,0,9,0,41.75
1376,1,1,3,1,0,0,44,55,3,30677,0,9,1,41.75
1377,0,0,3,0,1,0,70,40,3,20872,0,9,0,61.7
1378,0,1,3,1,0,0,16,27,1,21247,1,7,0,37.55
1379,0,1,2,1,0,0,17,54,2,20692,0,9,0,41.75
1380,0,1,3,0,0,0,109,49,5,26027,0,9,1,41.75
1381,1,0,2,0,1,0,58,40,5,22392,3,9,0,61.7
1382,1,0,3,1,0,0,91,32,5,19613,1,9,0,41.75
1383,0,1,3,1,0,0,87,38,2,26406,0,0,1,41.75
1384,0,0,3,1,0,0,191,73,2,21247,0,9,1,41.75
1385,0,0,2,1,0,0,21,55,2,21034,0,9,1,41.75
1386,1,0,3,1,0,0,129,38,5,31660,0,9,0,41.75
1387,0,0,3,1,0,0,219,45,3,31524,0,9,1,41.75
1388,0,0,3,1,0,0,190,45,5,32566,0,9,1,41.75
1389,0,1,3,1,0,0,304,49,3,25569,0,10,0,57.05
1390,1,0,2,1,0,0,17,59,2,22029,0,10,0,66.05
1391,1,0,2,0,0,0,246,47,4,37272,0,9,0,41.75
1392,1,0,3,1,1,0,337,52,4,24529,1,9,0,61.7
1393,0,0,2,1,1,0,105,34,3,22962,0,9,0,61.7
1394,0,1,2,1,0,0,115,53,3,20995,0,9,0,44.75
1395,0,0,3,1,0,0,216,43,4,31560,0,9,1,41.75
1396,0,0,2,1,0,0,266,49,4,22944,0,9,0,41.75
1397,1,0,3,1,1,0,134,60,2,26935,0,9,0,61.7
1398,0,0,3,1,0,0,358,60,4,25716,0,7,1,31.55
1399,1,1,3,0,0,0,68,59,1,21397,0,7,0,31.55
1400,0,1,3,0,0,0,369,31,2,29140,2,9,1,41.75
1401,0,0,2,0,0,0,13,64,1,16056,0,9,0,41.75
1402,0,0,2,0,0,0,83,75,2,23187,0,9,1,41.75
1403,1,1,3,1,0,0,361,64,2,27768,0,9,0,41.75
1404,0,0,3,1,0,0,119,63,2,28791,0,7,1,31.55
1405,0,1,3,1,1,0,112,46,3,30081,9,9,1,41.75
1406,1,1,2,0,0,0,76,37,2,20634,0,9,0,41.75
1407,1,0,2,1,1,1,57,40,2,23427,0,9,0,61.7
1408,0,0,2,0,0,0,109,43,4,33044,3,9,1,41.75
1409,0,0,2,0,0,0,108,58,1,28087,0,9,0,41.75
1410,1,0,2,0,0,0,47,69,9,32687,24,7,0,31.55
1411,0,0,3,1,0,0,212,45,4,24476,0,9,1,41.75
1412,0,0,2,1,0,0,81,26,1,20419,4,9,0,41.75
1413,0,0,2,1,0,0,276,50,3,19756,0,9,0,41.75
1414,0,0,2,1,0,0,200,45,4,18530,0,9,1,41.75
1415,0,0,3,1,0,0,113,66,2,21064,0,9,1,41.75
1416,0,0,3,1,0,0,182,53,3,22394,0,9,1,41.75
1417,1,0,3,0,0,0,215,46,4,35416,1,9,0,41.75
1418,1,1,2,1,0,0,344,62,2,21140,0,7,0,31.55
1419,0,1,2,1,0,0,33,48,2,25919,0,9,0,41.75
1420,1,1,3,1,0,0,180,86,1,18210,0,9,0,41.75
1421,1,1,2,1,0,0,19,34,1,16326,0,9,1,41.75
1422,1,1,3,0,0,0,143,45,4,24799,0,9,0,41.75
1423,1,1,3,1,0,0,210,51,1,29839,3,7,0,31.55
1424,1,0,3,1,0,0,265,47,3,24368,0,9,0,47.75
1425,1,0,3,1,0,0,108,45,1,17801,1,9,0,41.75
1426,0,0,2,1,0,0,129,78,2,21955,0,9,0,41.75
1427,1,1,2,0,0,0,13,54,1,30310,0,9,0,41.75
1428,0,0,3,0,1,0,104,33,2,21592,0,9,0,61.7
1429,1,0,3,1,0,0,33,47,4,26739,0,9,0,41.75
1430,1,0,3,0,0,0,36,44,3,32460,0,9,0,41.75
1431,0,0,2,1,0,0,157,58,4,15257,0,9,0,41.75
1432,1,0,3,1,0,0,183,43,5,22270,5,9,0,41.75
1433,1,0,2,0,0,0,43,41,3,18313,0,9,0,41.75
1434,0,0,2,0,0,0,37,31,2,21529,1,9,0,41.75
1435,1,0,2,1,0,0,396,47,5,21523,0,9,1,41.75
1436,0,0,3,0,0,0,243,56,2,22672,3,9,1,41.75
1437,1,0,3,1,0,0,161,40,4,26068,3,7,0,31.55
1438,1,0,3,0,0,0,138,42,4,27815,0,9,0,41.75
1439,1,0,3,1,1,0,13,21,2,23511,2,9,0,64.7
1440,0,0,3,1,0,0,156,45,4,32415,0,9,0,41.75
1441,0,1,3,1,0,0,232,48,3,26520,0,9,1,41.75
1442,0,0,3,1,0,0,365,63,3,26431,0,9,1,41.75
1443,0,1,3,1,0,0,241,44,4,21182,0,9,0,41.75
1444,1,0,2,0,0,0,231,55,4,25342,3,9,0,47.75
1445,0,0,3,1,1,0,259,48,8,42816,2,9,1,61.7
1446,0,1,3,0,1,0,30,65,5,29510,0,7,0,31.55
1447,0,0,3,1,1,0,105,40,2,20719,0,9,0,41.75
1448,1,0,3,1,0,0,31,41,4,39571,2,9,1,41.75
1449,1,0,2,1,0,0,183,50,4,24336,0,0,0,41.75
1450,0,0,3,1,0,0,100,31,2,22404,0,9,0,41.75
1451,0,0,2,1,1,0,230,51,3,32122,0,9,1,61.7
1452,0,0,3,0,0,0,298,51,3,24284,0,9,1,41.75
1453,0,0,3,0,0,0,28,29,2,27944,0,9,1,41.75
1454,0,0,3,1,1,0,124,39,3,30185,0,9,0,41.75
1455,1,0,2,1,0,0,137,58,3,29806,2,9,1,65.75
1456,1,1,2,1,0,0,193,42,4,33445,0,9,0,41.75
1457,1,0,3,0,1,0,51,57,5,21611,0,9,1,61.7
1458,0,1,3,0,0,0,56,70,1,17066,0,9,0,41.75
1459,0,0,3,1,0,0,176,53,3,22256,1,9,0,41.75
1460,1,0,3,1,0,0,308,55,2,29953,0,9,0,41.75
1461,0,0,2,1,0,0,78,33,4,19858,0,9,1,41.75
1462,1,1,3,1,1,0,145,35,4,30806,0,9,1,41.75
1463,0,0,3,1,0,0,71,42,2,19956,0,9,1,41.75
1464,0,1,2,0,0,0,206,45,4,22388,0,9,0,41.75
1465,1,1,3,1,0,0,85,60,3,27222,0,9,0,41.75
1466,0,0,3,1,0,0,295,53,3,33283,0,9,1,41.75
1467,0,0,2,1,0,0,185,38,6,26371,0,9,0,41.75
1468,1,0,3,1,0,0,98,63,3,24312,3,1,1,41.75
1469,0,1,2,1,0,0,201,53,1,23776,0,9,0,41.75
1470,1,0,2,0,1,0,134,34,5,28364,0,9,1,61.7
1471,1,0,2,0,0,0,159,40,4,21329,0,9,0,41.75
1472,0,0,3,1,1,0,114,40,3,27052,2,10,0,57.05
1473,0,0,2,1,0,0,99,54,5,20132,0,9,1,41.75
1474,1,0,2,1,0,0,139,43,4,24149,1,9,0,41.75
1475,0,1,3,1,0,0,181,57,2,33650,2,9,1,41.75
1476,0,0,3,1,0,0,210,45,6,28609,2,9,1,41.75
1477,0,0,2,1,0,0,269,49,5,20261,0,9,0,41.75
1478,0,1,2,1,0,0,239,55,5,30742,0,9,0,41.75
1479,1,0,2,0,0,0,26,45,2,20069,0,9,1,41.75
1480,1,1,2,1,0,0,21,44,5,22105,0,7,0,31.55
1481,0,0,3,0,0,0,299,49,1,30625,0,9,1,41.75
1482,0,0,2,1,0,0,152,36,3,25358,0,9,1,41.75
1483,0,1,3,1,0,0,196,72,2,24229,0,5,0,5.95
1484,1,0,3,1,1,0,95,40,2,23364,0,9,0,61.7
1485,1,1,3,0,0,0,226,49,4,22514,5,9,1,41.75
1486,0,0,2,0,1,0,100,33,3,27653,0,9,0,61.7
1487,1,0,2,1,0,0,284,66,2,19084,0,9,0,41.75
1488,0,0,2,1,0,0,381,64,2,26260,0,9,1,41.75
1489,0,0,2,1,0,0,303,49,4,22007,0,9,0,41.75
1490,1,0,2,1,0,0,26,30,1,20154,0,9,0,41.75
1491,1,0,2,0,0,0,13,31,1,18267,0,9,0,41.75
1492,0,0,2,1,0,0,178,41,4,26802,0,9,0,41.75
1493,1,0,3,1,0,0,281,57,3,24222,0,9,0,41.75
1494,0,1,3,1,0,0,318,68,2,20359,0,9,1,41.75
1495,0,1,3,0,0,0,111,43,1,20910,5,10,0,60.05
1496,0,1,3,1,0,0,107,35,3,28720,2,9,0,44.75
1497,0,0,3,1,0,0,396,63,2,30120,0,9,1,41.75
1498,0,0,3,0,0,0,127,37,3,28136,0,9,1,47.75
1499,1,0,2,0,0,0,19,44,2,21376,0,9,0,41.75
1500,1,0,3,1,0,0,30,42,4,25086,1,10,1,57.05
1501,1,0,3,0,0,0,246,64,2,20719,0,7,1,31.55
1502,1,0,2,1,0,0,29,27,1,23471,0,9,0,44.75
1503,0,0,3,0,1,0,100,34,4,25231,0,7,1,51.5
1504,0,1,2,0,1,0,106,45,5,28045,5,9,0,61.7
1505,1,0,3,0,0,0,130,46,2,24554,3,9,1,41.75
1506,1,1,3,1,0,0,40,29,3,19926,6,9,0,50.75
1507,0,0,3,1,0,0,210,52,3,16010,0,9,1,41.75
1508,0,0,2,1,0,0,147,43,2,21996,2,9,1,41.75
1509,0,0,3,1,0,0,113,65,4,22929,0,9,1,41.75
1510,0,1,2,1,0,0,384,61,2,23322,0,9,0,41.75
1511,0,0,3,1,0,0,43,76,2,43531,0,7,1,31.55
1512,0,0,2,1,1,0,100,41,5,23293,0,9,0,61.7
1513,0,0,3,1,1,0,104,33,3,21592,6,9,0,64.7
1514,1,1,2,1,0,0,268,51,2,25445,0,9,0,41.75
1515,1,0,3,1,0,0,9,58,2,29744,0,9,1,41.75
1516,1,1,3,1,0,0,354,57,3,29140,3,9,0,44.75
1517,0,0,3,1,1,0,259,51,3,28909,0,9,1,41.75
1518,0,1,3,1,1,0,200,44,4,29839,3,9,0,41.75
1519,0,0,2,1,0,0,134,41,5,20569,3,9,0,44.75
1520,1,0,2,1,0,0,247,65,2,18513,0,9,0,41.75
1521,0,0,2,0,0,0,87,49,3,21769,0,9,1,41.75
1522,1,0,2,1,0,0,138,40,4,24789,0,9,0,41.75
1523,0,0,3,1,0,0,213,45,4,24476,0,9,1,41.75
1524,1,0,3,0,0,0,344,76,3,25449,0,9,0,41.75
1525,0,0,3,1,0,0,293,52,4,27125,2,10,0,78.05
1526,1,1,3,1,0,1,302,66,2,17333,0,7,0,31.55
1527,0,1,3,1,0,0,109,61,3,25204,0,5,0,5.95
1528,0,0,3,1,1,0,101,38,3,26528,0,9,0,61.7
1529,0,1,2,0,1,0,125,62,2,26044,1,7,0,51.5
1530,1,0,3,0,0,0,305,48,4,33850,0,9,0,41.75
1531,1,0,2,0,1,0,88,33,2,21251,0,7,0,31.55
1532,1,0,3,1,1,0,151,43,3,26471,0,9,0,61.7
1533,0,0,3,1,0,0,251,50,3,27983,0,9,1,41.75
1534,0,0,3,1,0,0,127,60,1,21868,0,9,0,41.75
1535,0,0,2,1,0,0,261,53,4,22786,1,9,1,41.75
1536,0,1,2,0,0,0,19,43,4,19825,3,10,1,57.05
1537,1,1,2,1,0,0,249,53,4,28551,0,9,1,44.75
1538,1,0,3,1,0,0,60,30,2,23748,0,9,0,41.75
1539,0,0,3,1,1,0,170,42,4,29335,0,9,0,41.75
1540,1,0,3,1,0,0,286,58,2,22141,0,7,0,31.55
1541,1,0,3,1,0,0,21,26,2,34705,0,9,1,44.75
1542,1,0,3,1,1,0,24,30,1,22362,1,9,0,70.7
1543,0,0,2,1,0,0,107,32,1,21363,0,9,0,41.75
1544,0,0,2,1,1,0,188,49,4,33677,0,9,0,61.7
1545,1,0,2,1,0,0,185,47,4,23439,0,9,1,41.75
1546,0,0,3,1,0,0,332,59,1,19473,0,9,1,41.75
1547,0,1,3,0,1,0,111,34,3,41152,0,9,0,64.7
1548,0,0,3,0,0,0,200,45,3,23380,0,9,1,41.75
1549,1,0,3,0,0,0,96,43,3,31660,3,9,1,41.75
1550,0,0,3,1,0,0,213,42,4,25505,0,9,1,41.75
1551,1,0,2,1,1,0,47,43,4,24502,0,9,0,61.7
1552,0,0,3,0,0,0,27,32,1,28018,0,9,1,41.75
1553,1,0,3,0,0,0,111,37,3,15182,0,9,0,41.75
1554,1,1,3,0,0,0,16,23,5,24908,1,7,1,31.55
1555,1,0,3,1,0,0,289,51,4,21075,1,9,1,41.75
1556,0,0,2,0,1,0,83,69,1,24279,1,9,0,61.7
1557,1,0,2,1,1,0,19,30,2,24433,0,9,0,61.7
1558,0,0,3,1,0,0,218,55,2,32173,0,9,1,41.75
1559,1,1,2,1,0,0,232,62,2,39568,0,9,0,41.75
1560,1,1,2,0,1,0,45,44,6,21650,2,9,0,61.7
1561,0,0,3,0,0,0,31,43,4,32173,0,9,0,41.75
1562,1,0,3,1,0,0,213,41,4,21607,3,9,1,44.75
1563,0,1,2,1,0,0,125,68,2,37638,0,9,0,41.75
1564,1,0,3,1,0,0,253,47,3,18926,2,9,0,44.75
1565,1,1,2,0,0,0,16,65,2,16056,0,9,1,41.75
1566,1,1,3,1,1,0,210,58,2,22105,0,7,0,51.5
1567,1,0,2,1,0,0,47,28,2,19802,0,9,1,41.75
1568,1,0,2,1,0,0,23,26,2,17902,0,9,0,41.75
1569,0,1,3,1,0,0,370,62,2,27768,1,9,0,41.75
1570,1,1,3,0,0,0,128,43,2,30414,3,9,0,41.75
1571,0,0,3,1,0,0,329,62,2,16886,0,7,1,31.55
1572,1,0,3,1,0,0,259,52,3,30252,1,9,1,44.75
1573,0,0,3,0,0,0,284,47,4,41306,0,9,1,41.75
1574,1,0,3,0,1,0,127,55,4,30457,3,9,0,61.7
1575,0,1,3,1,0,0,102,41,1,19391,0,9,0,41.75
1576,1,0,2,0,0,0,76,29,2,22527,0,9,1,41.75
1577,1,0,2,1,0,0,279,51,3,18603,0,9,0,41.75
1578,1,1,3,1,0,0,129,36,4,26070,2,9,0,53.75
1579,1,1,2,1,0,0,321,53,3,24312,0,9,1,41.75
1580,0,0,3,1,0,0,213,47,4,24785,0,9,1,44.75
1581,1,0,3,1,0,0,262,50,3,20740,0,7,1,31.55
1582,1,0,3,0,0,0,18,49,2,22969,0,9,0,41.75
1583,1,0,2,1,0,0,86,38,3,28609,0,9,0,41.75
1584,0,0,2,0,0,0,218,71,2,35691,0,9,0,41.75
1585,0,0,3,1,0,0,235,50,4,23742,0,9,1,41.75
1586,0,1,2,1,0,0,116,30,5,22433,1,9,0,41.75
1587,1,0,2,1,0,0,113,38,3,44462,0,9,0,44.75
1588,1,0,3,1,0,0,59,27,1,18687,0,9,0,41.75
1589,0,0,2,1,1,0,24,37,4,22870,0,9,0,61.7
1590,1,0,3,1,0,0,314,54,4,29415,0,9,1,41.75
1591,1,1,3,1,0,0,9,49,7,15250,1,9,0,41.75
1592,1,0,3,1,1,0,212,50,2,25040,1,7,0,31.55
1593,0,0,2,1,0,0,380,58,2,23383,0,9,0,41.75
1594,0,0,2,1,1,0,112,34,1,26492,0,9,0,41.75
1595,1,1,2,1,0,0,187,49,4,21787,2,9,1,41.75
1596,0,1,2,1,1,0,232,48,6,28392,0,9,0,61.7
1597,0,0,2,1,0,0,49,27,2,31481,0,9,1,41.75
1598,0,0,2,1,1,0,106,43,5,21123,2,9,0,61.7
1599,1,0,3,1,0,0,287,58,2,22532,0,9,0,41.75
1600,1,0,3,1,0,0,118,36,3,23502,0,9,0,41.75
1601,0,0,3,1,0,0,275,63,2,41094,1,7,0,31.55
1602,1,0,2,1,0,0,165,53,3,25113,0,7,0,31.55
1603,0,1,3,0,0,0,56,29,4,29001,4,9,1,44.75
1604,0,0,2,1,1,1,96,51,4,23544,0,9,0,41.75
1605,1,0,2,0,0,0,18,33,5,25712,0,7,0,31.55
1606,0,0,3,1,0,0,127,45,5,33988,0,9,1,41.75
1607,1,0,3,0,1,0,136,36,4,23472,0,9,0,61.7
1608,0,1,3,1,1,0,262,48,3,19989,0,9,0,61.7
1609,1,0,3,1,1,0,307,40,4,25363,3,9,0,41.75
1610,1,1,3,1,0,0,169,67,2,27868,1,9,1,41.75
1611,0,0,2,0,0,0,89,49,2,21769,0,9,1,41.75
1612,1,1,3,1,0,0,218,55,4,29112,0,9,0,41.75
1613,0,0,2,1,0,0,191,52,6,19143,2,9,1,41.75
1614,0,1,3,1,0,0,403,55,4,31427,0,9,0,41.75
1615,0,1,2,1,1,0,227,49,3,20888,0,9,0,61.7
1616,0,0,2,1,0,0,269,56,4,25178,0,9,0,41.75
1617,1,0,2,1,0,0,79,32,7,22108,1,9,0,41.75
1618,0,0,2,1,0,0,173,64,1,24291,0,9,0,41.75
1619,1,0,3,1,0,0,254,47,5,41862,0,9,0,41.75
1620,1,0,3,1,0,0,255,43,5,26436,1,9,0,41.75
1621,1,0,3,1,1,0,371,69,2,27213,0,9,0,61.7
1622,0,0,3,1,0,0,106,35,4,27872,0,9,0,41.75
1623,1,1,3,1,0,0,252,46,1,20372,0,5,0,5.95
1624,0,0,3,1,0,0,232,51,5,29743,0,9,1,41.75
1625,0,0,2,1,1,0,63,34,1,23454,0,9,0,61.7
1626,1,0,3,1,0,0,191,41,4,21361,0,9,1,41.75
1627,0,1,3,1,0,0,311,54,2,34685,0,9,0,41.75
1628,0,0,2,1,0,0,284,60,1,25924,0,9,1,41.75
1629,1,0,2,1,0,0,253,50,5,28190,0,9,1,41.75
1630,0,0,3,1,0,0,117,36,6,22344,2,9,0,41.75
1631,0,0,3,1,0,0,120,63,3,28791,0,9,1,41.75
1632,0,1,3,1,0,0,387,61,2,31916,0,7,0,31.55
1633,0,0,3,0,0,0,260,45,4,26576,0,9,1,41.75
1634,0,0,3,1,1,0,13,22,5,22745,0,9,1,61.7
1635,0,0,2,1,0,0,111,87,3,19927,0,9,0,41.75
1636,0,1,2,0,1,0,195,50,3,32122,2,9,0,64.7
1637,0,1,3,1,0,0,43,29,1,25076,0,9,0,41.75
1638,0,0,3,1,0,0,251,51,3,20740,0,9,1,41.75
1639,1,0,3,1,1,0,266,47,5,30869,0,9,0,67.7
1640,0,0,2,0,0,0,101,40,3,24377,0,9,0,41.75
1641,1,0,3,1,0,0,338,64,2,26344,0,9,0,41.75
1642,0,0,3,1,0,0,89,50,1,24908,2,9,0,41.75
1643,1,1,3,1,1,0,138,36,4,21713,4,9,0,70.7
1644,0,0,3,1,0,0,403,52,3,20838,0,9,1,41.75
1645,0,0,3,0,0,0,58,28,1,29358,0,9,1,41.75
1646,0,0,3,0,0,0,243,47,3,28486,2,9,1,41.75
1647,1,1,2,1,0,0,48,47,1,45494,0,9,1,41.75
1648,0,0,3,0,0,0,11,37,4,24279,15,9,0,113.75
1649,0,1,3,1,0,0,308,60,2,20363,0,9,1,41.75
1650,1,0,2,1,1,0,315,57,4,23584,0,9,0,61.7
1651,1,1,2,1,0,0,71,39,1,33485,1,7,0,31.55
1652,0,0,3,1,0,0,105,50,4,26350,0,9,0,41.75
1653,0,1,3,1,0,0,182,72,1,21409,0,9,0,41.75
1654,1,1,2,1,0,0,27,27,5,17925,2,9,0,41.75
1655,1,0,2,1,1,0,162,60,2,22047,0,9,0,61.7
1656,1,0,3,0,0,0,342,61,1,23741,0,9,1,41.75
1657,1,0,3,1,0,0,299,51,4,20143,7,9,1,41.75
1658,1,1,2,1,1,0,321,57,4,18143,3,9,0,64.7
1659,1,0,3,0,0,0,129,43,4,24204,3,9,1,41.75
1660,0,0,3,1,0,0,158,55,2,23261,0,9,1,41.75
1661,1,1,3,1,0,0,389,61,4,29195,0,9,1,41.75
1662,1,0,2,1,0,0,396,74,3,20838,0,9,0,41.75
1663,1,0,2,1,1,0,115,31,4,20998,4,9,0,64.7
1664,1,0,3,1,0,0,254,47,4,35787,0,9,1,41.75
1665,1,1,3,0,0,0,112,50,1,32011,0,9,0,41.75
1666,0,0,3,1,0,0,116,41,3,22969,0,9,1,41.75
1667,1,0,3,1,0,0,12,55,2,22867,0,9,0,41.75
1668,0,0,2,0,0,0,327,64,3,17620,0,10,1,57.05
1669,0,0,2,1,0,0,109,38,4,26832,3,9,0,47.75
1670,0,1,2,1,0,0,58,58,2,20788,0,9,1,41.75
1671,1,0,3,1,1,0,24,22,3,19223,0,9,0,61.7
1672,1,0,2,1,1,0,28,50,6,23127,1,9,0,67.7
1673,0,0,3,0,0,0,253,46,4,24102,0,9,1,41.75
1674,0,1,3,0,0,0,103,42,5,25780,4,9,1,41.75
1675,1,0,3,1,0,0,225,63,3,27466,0,9,1,41.75
1676,1,1,2,1,0,0,161,68,3,20604,0,9,0,41.75
1677,0,0,3,1,0,0,115,44,4,32226,0,9,1,41.75
1678,1,0,2,0,0,0,110,46,1,23352,0,9,1,41.75
1679,0,0,2,0,0,0,89,34,4,30973,0,9,1,41.75
1680,0,1,2,1,0,0,175,42,5,38432,3,9,0,41.75
1681,0,0,2,1,0,0,40,76,2,27439,0,7,0,31.55
1682,0,0,3,1,0,0,141,49,4,21453,1,9,0,41.75
1683,0,1,2,0,0,0,93,63,4,24934,0,9,1,41.75
1684,0,0,2,1,0,0,108,48,5,25674,0,9,0,41.75
1685,1,1,3,1,0,0,240,55,4,26576,0,9,0,41.75
1686,1,0,3,1,0,0,91,39,2,26697,1,9,1,41.75
1687,0,0,3,0,0,0,253,52,4,23828,0,9,1,41.75
1688,1,0,3,1,0,0,192,43,4,24787,0,9,0,47.75
1689,0,1,2,1,0,0,27,50,1,28045,5,9,0,41.75
1690,0,1,2,1,1,0,118,37,4,23988,0,9,0,41.75
1691,1,1,2,0,1,0,12,44,4,16364,0,9,0,67.7
1692,0,0,3,1,0,0,234,48,1,24573,0,9,1,41.75
1693,1,0,2,0,1,0,169,36,7,15242,8,9,0,70.7
1694,1,1,2,1,0,0,125,45,2,19678,1,9,0,41.75
1695,0,0,3,1,0,0,42,65,2,27854,0,7,1,31.55
1696,1,0,3,0,1,0,161,42,6,22936,16,9,0,61.7
1697,0,0,2,1,1,0,82,32,4,21433,6,9,0,88.7
1698,1,0,3,1,0,0,86,37,3,28980,6,9,0,62.75
1699,1,0,2,1,1,0,110,49,1,22191,0,9,0,61.7
1700,1,1,3,0,0,0,28,39,2,39991,0,9,0,44.75
1701,0,0,2,1,0,0,215,56,6,12109,0,9,0,41.75
1702,1,1,3,1,0,0,180,52,4,29112,9,9,0,47.75
1703,1,1,3,1,0,0,246,47,4,25961,0,9,0,41.75
1704,0,0,2,1,0,0,105,34,3,22870,2,9,0,41.75
1705,1,0,3,1,0,0,178,40,6,22632,0,0,0,47.75
1706,0,0,3,0,1,0,127,43,4,30457,46,9,1,73.7
1707,0,0,3,0,0,0,297,56,3,23468,9,9,1,44.75
1708,1,1,3,1,0,0,64,31,3,21194,0,9,1,41.75
1709,1,1,3,1,0,0,149,63,2,32989,0,9,1,41.75
1710,1,0,2,1,1,0,38,22,1,19745,0,9,0,61.7
1711,0,0,3,1,0,0,116,38,1,28313,0,7,1,31.55
1712,1,1,3,1,0,0,398,62,2,35173,0,1,0,41.75
1713,0,1,3,1,0,0,42,30,2,21758,16,9,0,50.75
1714,0,1,3,1,0,0,396,55,3,30806,0,9,0,41.75
1715,0,0,3,0,0,0,36,33,1,29358,2,9,0,44.75
1716,1,0,3,1,0,0,259,60,2,27653,0,9,0,41.75
1717,1,0,2,0,0,0,274,56,2,19084,0,9,1,41.75
1718,0,0,2,1,1,0,129,57,4,25921,0,9,0,61.7
1719,0,0,3,1,0,0,391,63,2,29336,0,9,1,41.75
1720,1,0,3,1,0,0,239,59,2,24063,0,9,1,41.75
1721,0,0,2,1,0,0,243,46,7,19392,0,9,0,41.75
1722,0,0,3,0,0,0,26,47,3,27758,0,9,1,41.75
1723,1,0,2,1,0,0,164,49,4,16780,7,7,0,34.55
1724,0,1,3,1,0,0,47,30,3,32865,0,9,0,41.75
1725,1,0,2,0,0,0,89,29,6,19927,0,9,0,41.75
1726,0,1,3,1,0,0,121,55,3,35518,0,9,0,41.75
1727,1,1,3,0,1,0,38,48,2,23333,0,9,0,61.7
1728,1,1,3,0,1,0,112,34,4,25729,0,9,0,61.7
1729,1,0,2,1,0,0,196,51,5,19703,0,9,1,41.75
1730,1,0,3,1,1,0,281,74,2,26027,0,9,0,61.7
1731,0,1,3,0,1,0,100,42,4,28138,0,9,1,61.7
1732,1,0,2,1,0,0,302,49,4,22007,0,9,1,41.75
1733,0,1,3,1,1,0,9,29,1,21758,11,9,0,70.7
1734,1,0,2,0,1,0,54,30,6,22777,0,9,0,61.7
1735,0,0,2,1,1,0,105,38,4,17266,0,7,1,51.5
1736,1,0,2,0,0,0,71,52,2,19833,4,9,0,50.75
1737,0,1,3,1,0,0,312,50,4,26044,0,9,0,41.75
1738,1,0,3,1,1,0,82,71,2,31115,1,7,0,51.5
1739,1,1,3,1,0,0,110,35,4,22105,4,9,0,41.75
1740,0,0,2,1,1,0,283,61,1,18593,1,9,0,61.7
1741,0,1,3,1,0,0,181,45,4,27729,1,9,1,41.75
1742,0,0,3,0,0,0,127,37,5,20364,0,9,0,41.75
1743,0,1,2,1,0,0,316,71,2,35691,0,10,0,57.05
1744,1,0,3,1,0,0,96,46,2,36368,0,7,1,31.55
1745,0,1,2,0,0,0,9,30,2,27236,1,9,1,41.75
1746,1,1,3,1,0,0,11,54,2,23114,3,9,1,50.75
1747,0,1,3,1,0,0,188,45,5,30027,8,9,1,50.75
1748,1,0,3,1,0,0,118,29,5,25663,1,9,1,44.75
1749,1,1,3,0,0,0,155,43,2,31427,2,9,0,41.75
1750,0,0,3,1,1,0,102,44,2,20693,0,9,0,61.7
1751,0,1,3,0,0,0,102,38,2,20798,0,9,0,41.75
1752,1,0,3,1,0,0,136,41,4,28442,0,9,0,41.75
1753,0,0,2,0,1,0,23,35,6,15418,0,9,0,61.7
1754,1,1,2,0,0,0,18,34,4,19678,0,9,0,41.75
1755,0,1,2,1,0,0,102,47,1,25756,0,9,1,41.75
1756,1,0,3,1,1,0,408,58,2,22768,2,9,0,61.7
1757,0,1,2,1,0,0,118,41,2,16977,0,9,1,41.75
1758,0,0,3,1,0,0,334,69,1,27388,0,7,0,31.55
1759,1,1,3,1,0,0,17,54,2,39991,0,9,0,41.75
1760,0,1,2,0,0,0,93,44,5,42581,5,9,0,41.75
1761,1,1,3,1,0,0,180,46,2,30177,0,9,0,41.75
1762,1,0,3,1,0,0,246,60,1,21878,0,9,1,41.75
1763,1,1,3,0,0,0,170,55,4,22514,0,9,0,41.75
1764,1,0,2,0,0,0,325,67,3,29347,0,9,0,41.75
1765,1,1,3,1,0,0,275,47,3,29665,0,9,0,41.75
1766,1,1,2,1,0,0,21,44,4,18143,2,7,0,37.55
1767,1,1,2,1,0,0,23,23,2,23273,1,9,0,44.75
1768,1,0,3,1,0,0,53,53,4,22256,2,9,0,44.75
1769,1,0,2,1,0,0,158,42,4,20968,0,9,0,41.75
1770,0,0,3,1,1,0,112,38,2,20719,0,9,1,61.7
1771,1,0,2,1,0,0,225,50,4,21704,2,9,1,47.75
1772,1,0,3,1,0,0,197,43,4,24787,0,9,0,47.75
1773,0,1,3,1,0,0,125,59,3,34545,3,9,0,41.75
1774,1,0,3,1,0,0,245,42,4,22112,0,9,1,41.75
1775,1,0,3,1,0,0,328,60,2,21254,0,7,1,31.55
1776,0,0,2,1,0,0,22,55,2,17303,4,9,0,44.75
1777,1,0,3,1,0,0,213,51,2,25185,1,9,1,53.75
1778,0,0,2,0,0,0,83,60,3,17383,0,9,1,41.75
